order#,id#,year,electionyr,house,newspaper,date_publ,date_notes,electiondate,date1,date2,date3,overlap_days,overlap_bin,overlap_drop,daysbefore,checkorder,sample,m_likelihood,method_face,m_phone,m_rolling,m_panel,m_internet,m_pastvote,m_partyid,vote_con,vote_lab,vote_lib,vote_oth,vote_total,h_gallup,h_gallup9000,h_nop,h_mori1,h_mori2,h_icm,h_harris1,h_harris2,h_comres,h_populus,h_populus2,h_orb,h_rasm,h_yougov1,h_yougov2,h_bpix,h_nmr,h_angusr,h_opinium,h_tns,h_bizdec,h_orc,h_rsl,h_asl,h_ashcroft,source,vote_ukip,vote_bnp,vote_green,vote_swn,vote_grn,,,,,,,,,,,,,,
1607,,2011,,YouGov,Sunday Times,,11_12 Aug,,8/11/11,8/11/11,8/12/11,,,,,,2656,,,,,,,,,36,43,9,11,99,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/Sunday Times,5,1,1,3,1,,YouGov,Sunday Times,8/11/11,8/11/11,8/12/11,0,0,YouGov/Sunday Times,5,1,1,3,
1608,,2011,,YouGov,The Sun,,10_11 Aug,,8/10/11,8/10/11,8/11/11,,,,,,2075,,,,,,,,,35,43,9,13,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,5,2,2,3,2,,YouGov,The Sun,8/10/11,8/10/11,8/11/11,0,0,YouGov/The Sun,5,2,2,3,
1609,,2011,,YouGov,The Sun,,9_10 Aug,,8/9/11,8/9/11,8/10/11,,,,,,2700,,,,,,,,,36,43,9,13,101,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,5,2,2,3,2,,YouGov,The Sun,8/9/11,8/9/11,8/10/11,0,0,YouGov/The Sun,5,2,2,3,
1610,,2011,,YouGov,The Sun,,8_9 Aug,,8/8/11,8/8/11,8/9/11,,,,,,2846,,,,,,,,,36,43,9,13,101,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,5,1,2,3,,,YouGov,The Sun,8/8/11,8/8/11,8/9/11,0,0,YouGov/The Sun,5,1,2,3,
1611,,2011,,YouGov,The Sun,,7_8 Aug,,8/7/11,8/7/11,8/8/11,,,,,,2743,,,,,,,,,36,44,9,12,101,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,4,1,2,4,2,,YouGov,The Sun,8/7/11,8/7/11,8/8/11,0,0,YouGov/The Sun,4,1,2,4,
1612,,2011,,YouGov,Sunday Times,,4_5 Aug,,8/4/11,8/4/11,8/5/11,,,,,,2425,,,,,,,,,35,44,9,12,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/Sunday Times,4,2,2,3,2,,YouGov,Sunday Times,8/4/11,8/4/11,8/5/11,0,0,YouGov/Sunday Times,4,2,2,3,
1613,,2011,,YouGov,The Sun,,3_4 Aug,,8/3/11,8/3/11,8/4/11,,,,,,2748,,,,,,,,,36,42,10,12,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,5,1,2,3,2,,YouGov,The Sun,8/3/11,8/3/11,8/4/11,0,0,YouGov/The Sun,5,1,2,3,
1614,,2011,,YouGov,The Sun,,2_3 Aug,,8/2/11,8/2/11,8/3/11,,,,,,2657,,,,,,,,,35,43,10,11,99,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,5,1,2,3,2,,YouGov,The Sun,8/2/11,8/2/11,8/3/11,0,0,YouGov/The Sun,5,1,2,3,
1615,,2011,,YouGov,The Sun,,1_2 Aug,,8/1/11,8/1/11,8/2/11,,,,,,2776,,,,,,,,,36,45,8,11,100,,,,,,,,,,,,,,,,,,,,,,,,,,http://today.yougov.co.uk/sites/today.yougov.co.uk/files/yg-archives-pol-sun-results-020811.pdf,4,1,2,3,2,,YouGov,The Sun,8/1/11,8/1/11,8/2/11,0,0,http://today.yougov.co.uk/sites/today.yougov.co.uk/files/yg-archives-pol-sun-results-020811.pdf,4,1,2,3,
1616,,2011,,YouGov,The Sun,,31 Jul_1 Aug,,7/31/11,7/31/11,8/1/11,,,,,,2820,,,,,,,,,35,42,11,12,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,5,1,2,4,2,,YouGov,The Sun,7/31/11,7/31/11,8/1/11,0,0,YouGov/The Sun,5,1,2,4,
1617,,2011,,YouGov,Sunday Times,,28_29 Jul,,7/28/11,7/28/11,7/29/11,,,,,,2529,,,,,,,,,35,44,10,12,101,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/Sunday Times,4,2,2,3,2,,YouGov,Sunday Times,7/28/11,7/28/11,7/29/11,0,0,YouGov/Sunday Times,4,2,2,3,
1618,,2011,,YouGov,The Sun,,27_28 Jul,,7/27/11,7/27/11,7/28/11,,,,,,2699,,,,,,,,,36,42,11,11,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,5,1,2,3,2,,YouGov,The Sun,7/27/11,7/27/11,7/28/11,0,0,YouGov/The Sun,5,1,2,3,
1619,,2011,,YouGov,The Sun,,26_27 Jul,,7/26/11,7/26/11,7/27/11,,,,,,2733,,,,,,,,,36,43,8,13,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,5,2,2,2,2,,YouGov,The Sun,7/26/11,7/26/11,7/27/11,0,0,YouGov/The Sun,5,2,2,2,
1620,,2011,,YouGov,The Sun,,25_26 Jul,,7/25/11,7/25/11,7/26/11,,,,,,2615,,,,,,,,,35,44,9,12,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,5,1,2,3,2,,YouGov,The Sun,7/25/11,7/25/11,7/26/11,0,0,YouGov/The Sun,5,1,2,3,
1621,,2011,,YouGov,The Sun,,24_25 Jul,,7/24/11,7/24/11,7/25/11,,,,,,2783,,,,,,,,,37,41,10,12,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,4,2,2,3,2,,YouGov,The Sun,7/24/11,7/24/11,7/25/11,0,0,YouGov/The Sun,4,2,2,3,
1622,,2011,,ComRes,The Independent,,22_24 Jul,,7/22/11,7/23/11,7/24/11,,,,,,1002,,,,,,,,,34,40,13,13,100,,,,,,,,,,,,,,,,,,,,,,,,,,ComRes/The Independent,3,1,3,2,4,,ComRes,The Independent,7/22/11,7/23/11,7/24/11,0,0,ComRes/The Independent,3,1,3,2,
1623,,2011,,YouGov,Sunday Times,,21_22 Jul,,7/21/11,7/21/11,7/22/11,,,,,,2749,,,,,,,,,35,43,10,12,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/Sunday Times,5,1,2,3,2,,YouGov,Sunday Times,7/21/11,7/21/11,7/22/11,0,0,YouGov/Sunday Times,5,1,2,3,
1624,,2011,,YouGov,The Sun,,20_21 Jul,,7/20/11,7/20/11,7/21/11,,,,,,2684,,,,,,,,,36,44,9,12,101,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,5,1,2,2,2,,YouGov,The Sun,7/20/11,7/20/11,7/21/11,0,0,YouGov/The Sun,5,1,2,2,
1625,,2011,,YouGov,The Sun,,19_20 Jul,,7/19/11,7/19/11,7/20/11,,,,,,2853,,,,,,,,,35,43,11,11,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,4,1,2,3,2,,YouGov,The Sun,7/19/11,7/19/11,7/20/11,0,0,YouGov/The Sun,4,1,2,3,
1626,,2011,,Angus Reid,,,19_20 Jul,,7/19/11,7/19/11,7/20/11,,,,,,2002,,,,,,,,,34,41,10,16,101,,,,,,,,,,,,,,,,,,,,,,,,,,Angus Reid Public Opinion,6,2,3,3,,,Angus Reid,,7/19/11,7/19/11,7/20/11,0,0,Angus Reid Public Opinion,6,2,3,3,
1627,,2011,,YouGov,The Sun,,18_19 Jul,,7/18/11,7/18/11,7/19/11,,,,,,2696,,,,,,,,,36,43,8,13,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,6,1,2,3,2,,YouGov,The Sun,7/18/11,7/18/11,7/19/11,0,0,YouGov/The Sun,6,1,2,3,
1628,,2011,,YouGov,The Sun,,17_18 Jul,,7/17/11,7/18/11,7/19/11,,,,,,2810,,,,,,,,,37,42,9,12,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,5,1,2,3,2,,YouGov,The Sun,7/17/11,7/18/11,7/19/11,0,0,YouGov/The Sun,5,1,2,3,
1629,,2011,,Ipsos MORI,Reuters,,16_18 Jul,,7/16/11,7/17/11,7/18/11,,,,,,1001,,,,,,,,,32,39,11,18,100,,,,,,,,,,,,,,,,,,,,,,,,,,Ipsos MORI/Reuters,4,2,5,5,5,,Ipsos MORI,Reuters,7/16/11,7/17/11,7/18/11,0,0,Ipsos MORI/Reuters,4,2,5,5,
1630,,2011,,Populus,Times,,15_17 Jul,,7/15/11,7/16/11,7/17/11,,,,,,1515,,,,,,,,,34,39,11,16,100,,,,,,,,,,,,,,,,,,,,,,,,,,Populus/Times,,,,,,,Populus,Times,7/15/11,7/16/11,7/17/11,0,0,Populus/Times,,,,,1
1631,,2011,,ICM,The Guardian,,15_17 Jul,,7/15/11,7/16/11,7/17/11,,,,,,1003,,,,,,,,,37,36,16,11,100,,,,,,,,,,,,,,,,,,,,,,,,,,ICM/The Guardian,3,1,2,6,2,,ICM,The Guardian,7/15/11,7/16/11,7/17/11,0,0,ICM/The Guardian,3,1,2,6,
1632,,2011,,YouGov,Sunday Times,,14_15 Jul,,7/14/11,7/14/11,7/15/11,,,,,,2046,,,,,,,,,36,42,11,11,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/Sunday Times,4,1,2,3,2,,YouGov,Sunday Times,7/14/11,7/14/11,7/15/11,0,0,YouGov/Sunday Times,4,1,2,3,
1633,,2011,,YouGov,The Sun,,13_14 Jul,,7/13/11,7/13/11,7/14/11,,,,,,2577,,,,,,,,,36,43,9,11,99,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,4,2,2,3,2,,YouGov,The Sun,7/13/11,7/13/11,7/14/11,0,0,YouGov/The Sun,4,2,2,3,
1634,,2011,,ComRes,The Independent on Sunday/Sunday Mirror,,13_14 Jul,,7/13/11,7/13/11,7/14/11,,,,,,2009,,,,,,,,,36,40,10,14,100,,,,,,,,,,,,,,,,,,,,,,,,,,ComRes/The Independent on Sunday/Sunday Mirror,,,3,,3,,ComRes,The Independent on Sunday/Sunday Mirror,7/13/11,7/13/11,7/14/11,0,0,ComRes/The Independent on Sunday/Sunday Mirror,,,,,1
1635,,2011,,YouGov,The Sun,,12_13 Jul,,7/12/11,7/12/11,7/13/11,,,,,,2578,,,,,,,,,35,43,10,12,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,5,1,2,3,2,,YouGov,The Sun,7/12/11,7/12/11,7/13/11,0,0,YouGov/The Sun,5,1,2,3,
1636,,2011,,YouGov,The Sun,,11_12 Jul,,7/11/11,7/11/11,7/12/11,,,,,,2655,,,,,,,,,37,42,9,12,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,4,1,2,3,2,,YouGov,The Sun,7/11/11,7/11/11,7/12/11,0,0,YouGov/The Sun,4,1,2,3,
1637,,2011,,YouGov,The Sun,,10_11 Jul,,7/10/11,7/10/11,7/11/11,,,,,,2571,,,,,,,,,35,43,10,12,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,5,1,2,3,2,,YouGov,The Sun,7/10/11,7/10/11,7/11/11,0,0,YouGov/The Sun,5,1,2,3,
1638,,2011,,YouGov,Sunday Times,,7_8 Jul,,7/7/11,7/7/11,7/8/11,,,,,,2741,,,,,,,,,35,44,8,13,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/Sunday Times,5,1,2,3,2,,YouGov,Sunday Times,7/7/11,7/7/11,7/8/11,0,0,YouGov/Sunday Times,5,1,2,3,
1639,,2011,,YouGov,The Sun,,6_7 Jul,,7/6/11,7/6/11,7/7/11,,,,,,2759,,,,,,,,,37,43,8,12,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,5,1,2,3,2,,YouGov,The Sun,7/6/11,7/6/11,7/7/11,0,0,YouGov/The Sun,5,1,2,3,
1640,,2011,,YouGov,The Sun,,5_6 Jul,,7/5/11,7/5/11,7/6/11,,,,,,2839,,,,,,,,,35,43,9,13,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,5,2,3,3,3,,YouGov,The Sun,7/5/11,7/5/11,7/6/11,0,0,YouGov/The Sun,5,2,3,3,
1641,,2011,,YouGov,The Sun,,4_5 Jul,,7/4/11,7/4/11,7/5/11,,,,,,2738,,,,,,,,,35,43,10,12,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,5,1,2,3,2,,YouGov,The Sun,7/4/11,7/4/11,7/5/11,0,0,YouGov/The Sun,5,1,2,3,
1642,,2011,,YouGov,The Sun,,3_4 Jul,,7/3/11,7/3/11,7/4/11,,,,,,2864,,,,,,,,,37,43,9,12,101,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,5,1,2,3,2,,YouGov,The Sun,7/3/11,7/3/11,7/4/11,0,0,YouGov/The Sun,5,1,2,3,
1643,,2011,,YouGov,Sunday Times,,30 Jun_1 Jul,,6/30/11,6/30/11,7/1/11,,,,,,2785,1,0,0,0,0,1,0,1,36,42,9,13,100,,,,,,,,,,,,,,,,,,,,,,,,,,http://today.yougov.co.uk/sites/today.yougov.co.uk/files/yg-archives-pol-st-results-01-030711.pdf,5,2,2,3,2,,YouGov,Sunday Times,6/30/11,6/30/11,7/1/11,0,0,http://today.yougov.co.uk/sites/today.yougov.co.uk/files/yg-archives-pol-st-results-01-030711.pdf,5,2,2,3,
1644,,2011,,YouGov,The Sun,,29_30 Jun,,6/29/11,6/29/11,6/30/11,,,,,,2707,1,0,0,0,0,1,0,1,37,42,8,14,101,,,,,,,,,,,,,,,,,,,,,,,,,,http://today.yougov.co.uk/sites/today.yougov.co.uk/files/yg-archives-pol-sun-results-300611.pdf,5,2,3,3,3,,YouGov,The Sun,6/29/11,6/29/11,6/30/11,0,0,http://today.yougov.co.uk/sites/today.yougov.co.uk/files/yg-archives-pol-sun-results-300611.pdf,5,2,3,3,
1645,,2011,,YouGov,The Sun,,28_29 Jun,,6/28/11,6/28/11,6/29/11,,,,,,2699,1,0,0,0,0,1,0,1,37,41,10,12,100,,,,,,,,,,,,,,,,,,,,,,,,,,http://today.yougov.co.uk/sites/today.yougov.co.uk/files/yg-archives-pol-sun-results-290611.pdf,5,1,2,3,2,,YouGov,The Sun,6/28/11,6/28/11,6/29/11,0,0,http://today.yougov.co.uk/sites/today.yougov.co.uk/files/yg-archives-pol-sun-results-290611.pdf,5,1,2,3,
1646,,2011,,YouGov,The Sun,,27_28 Jun,,6/27/11,6/27/11,6/28/11,,,,,,2573,1,0,0,0,0,1,0,1,36,43,8,12,99,,,,,,,,,,,,,,,,,,,,,,,,,,http://today.yougov.co.uk/sites/today.yougov.co.uk/files/yg-archives-pol-sun-results-280611.pdf,6,1,2,3,2,,YouGov,The Sun,6/27/11,6/27/11,6/28/11,0,0,http://today.yougov.co.uk/sites/today.yougov.co.uk/files/yg-archives-pol-sun-results-280611.pdf,6,1,2,3,
1647,,2011,,YouGov,The Sun,,26_27 Jun,,6/26/11,6/26/11,6/27/11,,,,,,3007,1,0,0,0,0,1,0,1,37,42,10,11,100,,,,,,,,,,,,,,,,,,,,,,,,,,http://today.yougov.co.uk/sites/today.yougov.co.uk/files/yg-archives-pol-sun-results-270611.pdf,4,1,2,3,2,,YouGov,The Sun,6/26/11,6/26/11,6/27/11,0,0,http://today.yougov.co.uk/sites/today.yougov.co.uk/files/yg-archives-pol-sun-results-270611.pdf,4,1,2,3,
1648,,2011,,YouGov,Sunday Times,,23_24 Jun,,6/23/11,6/23/11,6/24/11,,,,,,2767,1,0,0,0,0,1,0,1,36,43,9,12,100,,,,,,,,,,,,,,,,,,,,,,,,,,http://today.yougov.co.uk/sites/today.yougov.co.uk/files/yg-archives-pol-st-results-24-260611v2.pdf,4,2,2,3,2,,YouGov,Sunday Times,6/23/11,6/23/11,6/24/11,0,0,http://today.yougov.co.uk/sites/today.yougov.co.uk/files/yg-archives-pol-st-results-24-260611v2.pdf,4,2,2,3,
1649,,2011,,YouGov,The Sun,,22_23 Jun,,6/22/11,6/22/11,6/23/11,,,,,,2834,1,0,0,0,0,1,0,1,37,42,9,12,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,5,2,2,3,2,,YouGov,The Sun,6/22/11,6/22/11,6/23/11,0,0,YouGov/The Sun,5,2,2,3,
1650,,2011,,YouGov,The Sun,,21_22 Jun,,6/21/11,6/21/11,6/22/11,,,,,,2774,1,0,0,0,0,1,0,1,36,42,9,13,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,5,2,3,3,3,,YouGov,The Sun,6/21/11,6/21/11,6/22/11,0,0,YouGov/The Sun,5,2,3,3,
1651,,2011,,YouGov,The Sun,,20_21 Jun,,6/20/11,6/20/11,6/21/11,,,,,,2732,1,0,0,0,0,1,0,1,37,42,8,13,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,5,1,2,3,2,,YouGov,The Sun,6/20/11,6/20/11,6/21/11,0,0,YouGov/The Sun,5,1,2,3,
1652,,2011,,YouGov,The Sun,,19_20 Jun,,6/19/11,6/19/11,6/20/11,,,,,,2847,1,0,0,0,0,1,0,1,37,43,9,11,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,5,1,2,3,2,,YouGov,The Sun,6/19/11,6/19/11,6/20/11,0,0,YouGov/The Sun,5,1,2,3,
1653,,2011,,ICM,The Guardian,,17_19 Jun,,6/17/11,6/18/11,6/19/11,,,,,,1000,2,0,1,0,0,0,1,0,37,39,12,12,100,,,,,,,,,,,,,,,,,,,,,,,,,,ICM/The Guardian,2,1,3,4,3,,ICM,The Guardian,6/17/11,6/18/11,6/19/11,0,0,ICM/The Guardian,2,1,3,4,
1654,,2011,,Ipsos MORI,Reuters,,17_19 Jun,,6/17/11,6/18/11,6/19/11,,,,,,1003,3,0,1,0,0,0,0,0,37,39,11,13,100,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.ipsos-mori.com/Assets/Docs/Polls/June2011MonitorTopline_FINAL.pdf,3,1,3,5,,,Ipsos MORI,Reuters,6/17/11,6/18/11,6/19/11,0,0,http://www.ipsos-mori.com/Assets/Docs/Polls/June2011MonitorTopline_FINAL.pdf,3,1,3,5,
1655,,2011,,YouGov,Sunday Times,,16_17 Jun,,6/16/11,6/16/11,6/17/11,,,,,,2451,1,0,0,0,0,1,0,1,37,42,10,11,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/Sunday Times,5,2,2,3,2,,YouGov,Sunday Times,6/16/11,6/16/11,6/17/11,0,0,YouGov/Sunday Times,5,2,2,3,
1656,,2011,,YouGov,The Sun,,15_16 Jun,,6/15/11,6/15/11,6/16/11,,,,,,2691,1,0,0,0,0,1,0,1,37,43,9,11,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,4,1,3,3,3,,YouGov,The Sun,6/15/11,6/15/11,6/16/11,0,0,YouGov/The Sun,4,1,3,3,
1657,,2011,,ComRes,The Independent on Sunday / Sunday Mirror,,15_16 Jun,,6/15/11,6/15/11,6/16/11,,,,,,2008,2,0,0,0,0,1,1,0,37,37,11,15,100,,,,,,,,,,,,,,,,,,,,,,,,,,ComRes/The Independent on Sunday/Sunday Mirror,,,,,,,ComRes,The Independent on Sunday / Sunday Mirror,6/15/11,6/15/11,6/16/11,0,0,ComRes/The Independent on Sunday/Sunday Mirror,,,,,1
1658,,2011,,YouGov,The Sun,,14_15 Jun,,6/14/11,6/14/11,6/15/11,,,,,,2773,1,0,0,0,0,1,0,1,36,42,9,12,99,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,5,1,3,3,3,,YouGov,The Sun,6/14/11,6/14/11,6/15/11,0,0,YouGov/The Sun,5,1,3,3,
1659,,2011,,YouGov,The Sun,,13_14 Jun,,6/13/11,6/13/11,6/14/11,,,,,,2706,1,0,0,0,0,1,0,1,37,42,10,11,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,4,1,2,3,2,,YouGov,The Sun,6/13/11,6/13/11,6/14/11,0,0,YouGov/The Sun,4,1,2,3,
1660,,2011,,YouGov,The Sun,,12_13 Jun,,6/12/11,6/12/11,6/13/11,,,,,,2928,1,0,0,0,0,1,0,1,37,42,10,11,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,4,1,2,3,2,,YouGov,The Sun,6/12/11,6/12/11,6/13/11,0,0,YouGov/The Sun,4,1,2,3,
1661,,2011,,Populus,The Times,,10_11 Jun,,6/10/11,6/10/11,6/11/11,,,,,,1508,2,0,1,0,0,0,1,0,39,40,9,11,99,,,,,,,,,,,,,,,,,,,,,,,,,,Populus/The Times,3,1,3,4,,,Populus,The Times,6/10/11,6/10/11,6/11/11,0,0,Populus/The Times,3,1,3,4,
1662,,2011,,YouGov,Sunday Times,,9_10 Jun,,6/9/11,6/9/11,6/10/11,,,,,,2728,1,0,0,0,0,1,0,1,37,42,9,12,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/Sunday Times,5,1,2,3,2,,YouGov,Sunday Times,6/9/11,6/9/11,6/10/11,0,0,YouGov/Sunday Times,5,1,2,3,
1663,,2011,,YouGov,The Sun,,8_9 Jun,,6/8/11,6/8/11,6/9/11,,,,,,2861,1,0,0,0,0,1,0,1,37,43,8,12,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,4,2,2,3,2,,YouGov,The Sun,6/8/11,6/8/11,6/9/11,0,0,YouGov/The Sun,4,2,2,3,
1664,,2011,,YouGov,The Sun,,7_8 Jun,,6/7/11,6/7/11,6/8/11,,,,,,2693,1,0,0,0,0,1,0,1,37,42,9,12,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,4,1,2,3,2,,YouGov,The Sun,6/7/11,6/7/11,6/8/11,0,0,YouGov/The Sun,4,1,2,3,
1665,,2011,,YouGov,The Sun,,6_7 Jun,,6/6/11,6/6/11,6/7/11,,,,,,2704,1,0,0,0,0,1,0,1,36,44,8,12,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,4,2,2,3,2,,YouGov,The Sun,6/6/11,6/6/11,6/7/11,0,0,YouGov/The Sun,4,2,2,3,
1666,,2011,,YouGov,The Sun,,5_6 Jun,,6/5/11,6/5/11,6/6/11,,,,,,2667,1,0,0,0,0,1,0,1,37,43,9,12,101,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,4,2,2,3,2,,YouGov,The Sun,6/5/11,6/5/11,6/6/11,0,0,YouGov/The Sun,4,2,2,3,
1667,,2011,,YouGov,Sunday Times,,2_3 Jun,,6/2/11,6/2/11,6/3/11,,,,,,2579,1,0,0,0,0,1,0,1,37,42,9,12,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/Sunday Times,,,2,,2,,YouGov,Sunday Times,6/2/11,6/2/11,6/3/11,0,0,YouGov/Sunday Times,,,,,1
1668,,2011,,YouGov,The Sun,,1_2 Jun,,6/1/11,6/1/11,6/2/11,,,,,,2935,1,0,0,0,0,1,0,1,36,42,9,13,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,5,1,2,3,2,,YouGov,The Sun,6/1/11,6/1/11,6/2/11,0,0,YouGov/The Sun,5,1,2,3,
1669,,2011,,YouGov,The Sun,,31 May_1 Jun,,5/31/11,5/31/11,6/1/11,,,,,,2657,1,0,0,0,0,1,0,1,39,41,9,12,101,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,5,1,2,3,,,YouGov,The Sun,5/31/11,5/31/11,6/1/11,0,0,YouGov/The Sun,5,1,2,3,
1670,,2011,,YouGov,The Sun,,30_31 May,,5/30/11,5/30/11,5/31/11,,,,,,2845,1,0,0,0,0,1,0,1,37,42,9,12,100,,,,,,,,,,,,,,,,,,,,,,,,,,http://today.yougov.co.uk/sites/today.yougov.co.uk/files/yg-archives-pol-sun-results-310511.pdf,5,2,2,4,2,,YouGov,The Sun,5/30/11,5/30/11,5/31/11,0,0,http://today.yougov.co.uk/sites/today.yougov.co.uk/files/yg-archives-pol-sun-results-310511.pdf,5,2,2,4,
1671,,2011,,ComRes,The Independent,,27_29 May,,5/27/11,5/28/11,5/29/11,,,,,,1001,2,0,1,0,0,0,1,0,37,37,12,14,100,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.comres.co.uk/systems/file_download.aspx?pg=789&ver=1 ,,,,,,,ComRes,The Independent,5/27/11,5/28/11,5/29/11,0,0,http://www.comres.co.uk/systems/file_download.aspx?pg=789&ver=1 ,,,,,1
1672,,2011,,YouGov,The Sunday Times,,26_27 May,,5/26/11,5/26/11,5/27/11,,,,,,2723,1,0,0,0,0,1,0,1,37,43,9,12,101,,,,,,,,,,,,,,,,,,,,,,,,,,http://today.yougov.co.uk/sites/today.yougov.co.uk/files/yg-archives-pol-st-results-27-290511.pdf,5,2,2,3,2,,YouGov,The Sunday Times,5/26/11,5/26/11,5/27/11,0,0,http://today.yougov.co.uk/sites/today.yougov.co.uk/files/yg-archives-pol-st-results-27-290511.pdf,5,2,2,3,
1673,,2011,,YouGov,The Sun,,25_26 May,,5/25/11,5/25/11,5/26/11,,,,,,2756,1,0,0,0,0,1,0,1,37,43,8,12,100,,,,,,,,,,,,,,,,,,,,,,,,,,http://today.yougov.co.uk/sites/today.yougov.co.uk/files/yg-archives-pol-sun-results-260511.pdf,5,1,2,3,2,,YouGov,The Sun,5/25/11,5/25/11,5/26/11,0,0,http://today.yougov.co.uk/sites/today.yougov.co.uk/files/yg-archives-pol-sun-results-260511.pdf,5,1,2,3,
1674,,2011,,YouGov,The Sun,,24_25 May,,5/24/11,5/24/11,5/25/11,,,,,,2795,1,0,0,0,0,1,0,1,37,41,10,12,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,4,2,2,3,2,,YouGov,The Sun,5/24/11,5/24/11,5/25/11,0,0,YouGov/The Sun,4,2,2,3,
1675,,2011,,YouGov,The Sun,,23_24 May,,5/23/11,5/23/11,5/24/11,,,,,,2442,1,0,0,0,0,1,0,1,38,42,9,11,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,4,1,2,3,2,,YouGov,The Sun,5/23/11,5/23/11,5/24/11,0,0,YouGov/The Sun,4,1,2,3,
1676,,2011,,Ipsos MORI,Reuters,,20_24 May,,5/20/11,5/22/11,5/24/11,,,,,,1008,3,0,1,0,0,0,0,0,35,42,10,14,101,,,,,,,,,,,,,,,,,,,,,,,,,,Ipsos MORI/Reuters,2,1,6,4,6,,Ipsos MORI,Reuters,5/20/11,5/22/11,5/24/11,0,0,Ipsos MORI/Reuters,2,1,6,4,
1677,,2011,,YouGov,The Sun,,22_23 May,,5/22/11,5/22/11,5/23/11,,,,,,2823,1,0,0,0,0,1,0,1,38,42,10,10,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/The Sun,4,1,2,3,2,,YouGov,The Sun,5/22/11,5/22/11,5/23/11,0,0,YouGov/The Sun,4,1,2,3,
1678,,2011,,YouGov,Sunday Times,,19_20 May,,5/19/11,5/19/11,5/20/11,,,,,,2691,1,0,0,0,0,1,0,1,37,42,8,13,100,,,,,,,,,,,,,,,,,,,,,,,,,,YouGov/Sunday Times,4,1,3,3,3,,YouGov,Sunday Times,5/19/11,5/19/11,5/20/11,0,0,YouGov/Sunday Times,4,1,3,3,
